caugt,caught
stRUck,struck
struCK,struck
struGGle,struggle
strugle,struggle
stuBBorn,stubborn
stuborn,stubborn
stuCK,stuck
stuk,stuck
stok,stuck
studEnt,student
sudent,student
studIED,studied
studyed,studied
studed,studied
studIES,studies
studys,studies
stUdy,study
studY,study
studYing,studying
studing,studying
stUFF,stuff
stuf,stuff
stof,stuff
stUmp,stump
stomp,stump
stupId,stupid
stuped,stupid
stYle,style
stile,style
styl%ish,stylish
styleish,stylish
subjECT,subject
subgect,subject
subjuct,subject
submit%,submit
submite,submit
sumit,submit
subSCription,subscription
subscriPtion,subscription
subscribtion,subscription
subsTItute,substitute
subsitute,substitute
subUrb,suburb
suberb,suburb
succEED,succeed
success,succeed
succed,succeed
succEEded,succeeded
succeded,succeeded
suCCess,success
sucess,success
succes,success
succeSSful,successful
succesful,successful
sUCH,such
sach,such
suDDen,sudden
suden,sudden
suFFer,suffer
sufer,suffer
sufficIEnt,sufficient
sufficiant,sufficient
sugAr,sugar
suger,sugar
suGGest,suggest
sugest,suggest
suGGested,suggested
sugested,suggested
sugjested,suggested
suGGestion,suggestion
sugestion,suggestion
sUIt,suit
suit%,suit
sute,suit
suite,suit
suitible,suitable
sUM,sum
sum%,sum
some,sum
sUmmer,summer
suMMer,summer
sumer,summer
sUn,sun
san,sun
son,sun
sUnday,sunday
sanday,sunday
sUnk,sunk
sonk,sunk
sUNNY,sunny
suny,sunny
sunshinE,sunshine
sunshin,sunshine
superintendants,superintendents
superIOR,superior
supperior,superior
sUPPer,supper
super,supper
suPPlied,supplied
supplIED,supplied
suplied,supplied
supplIES,supplies
supplys,supplies
suPPly,supply
suply,supply
suPPort,support
suport,support
suPPose,suppose
supose,suppose
suPPosed,supposed
suposed,supposed
shore,sure
shure,sure
shor,sure
surELY,surely
surly,surely
surley,surely
sUrface,surface
serface,surface
sURprise,surprise
suprise,surprise
suRprised,surprised
suprised,surprised
suprise,surprised
suRRender,surrender
surender,surrender
suRRound,surround
suround,surround
suRRounded,surrounded
surrOUnded,surrounded
surounded,surrounded
surronded,surrounded
survEy,survey
survay,survey
sUspect,suspect
swAllow,swallow
swollow,swallow
swEAr,swear
swar,swear
sware,swear
swer,swear
swEAt,sweat
swet,sweat
swEAter,sweater
swetter,sweater
sweeter,sweater
swEEp,sweep
swep,sweep
swEEt,sweet
swet,sweet
swEll,swell
sweLL,swell
swel,swell
swEPT,swept
sweped,swept
swIft,swift
swifT,swift
swiM,swim
swin,swim
swiMMing,swimming
swiming,swimming
sWing,swing
suing,swing
swiTCH,switch
swich,switch
sWORd,sword
sord,sword
sYllable,syllable
sylable,syllable
silable,syllable
sYmpathize,sympathize
sympathiZe,sympathize
sympAthy,sympathy
sympthy,sympathy
sYstem,system
sistem,system
tabLE,table
tabl,table
tabel,table
tabLEt,tablet
tablit,tablet
tablt,tablet
taCKle,tackle
tackLE,tackle
tackel,tackle
takle,tackle
taCT,tact
tacked,tact
tag%,tag
tage,tag
taIL,tail
tall,tail
tale,tail
tAilor,tailor
taKE,take
tak,take
takEN,taken
takin,taken
takeing,taken
takEs,takes
taks,takes
tak%ing,taking
takeing,taking
tAle,tale
talE,tale
tail,tale
talEnt,talent
talant,talent
tALk,talk
taLked,talked
talkED,talked
taLking,talking
taking,talking
tAll,tall
toll,tall
tamE,tame
tam,tame
taN,tan
tain,tan
tane,tan
taNK,tank
tar%,tar
tare,tar
taRiff,tariff
tariFF,tariff
tarrif,tariff
tarriff,tariff
tasK,task
tasked,task
tastE,taste
tast,taste
tAught,taught
tought,taught
taX,tax
tacks,tax
tEA,tea
tae,tea
tEAch,teach
tech,teach
tEAcher,teacher
techer,teacher
tEAching,teaching
teching,teaching
tEAm,team
teem,team
tEAR,tear
tare,tear
tair,tear
tEAse,tease
teasE,tease
teas,tease
tedIOUs,tedious
tedius,tedious
tedeus,tedious
teth,teeth
telEgram,telegram
telagram,telegram
telEgraph,telegraph
telagraph,telegraph
telEphone,telephone
telaphone,telephone
telphone,telephone
tall,tell
tel,tell
teLLing,telling
teling,telling
teLLs,tells
tell%s,tells
telles,tells
tels,tells
teMper,temper
tenper,temper
temperAture,temperature
temperture,temperature
tempLE,temple
tempel,temple
tempOrary,temporary
temperary,temporary
temPTation,temptation
temtation,temptation
tEn,ten
tan,ten
tenD,tend
tendER,tender
teNNis,tennis
tenis,tennis
tENT,tent
tant,tent
tenTH,tenth
tent,tenth
tErm,term
turm,term
tErms,terms
term%s,terms
terrIble,terrible
terrable,terrible
terriable,terrible
terribLY,terribly
terrible,terribly
teRRitory,territory
teritory,territory
tESt,test
testImony,testimony
testomony,testimony
testamony,testimony
texT,text
texed,text
thAn,than
then,than
thAnk,thank
think,thank
thankfuL,thankful
thankfull,thankful
thankfill,thankful
thAnking,thanking
thinking,thanking
thaNKs,thanks
thanKSgiving,thanksgiving
thankgiving,thanksgiving
tHAt,that
thet,that
tat,that
thaT'S,that's
thate's,that's
theaTer,theater
theather,theater
thEIr,their
their%,their
there,their
thier,their
thEM,them
then,them
tham,them
themselVEs,themselves
themselfs,themselves
thEn,then
therE,there
ther,there
thereforE,therefore
therefor,therefore
thermomEter,thermometer
thermometEr,thermometer
thesE,these
thes,these
thEy,they
thay,they
thiCk,thick
thik,thick
thIEf,thief
theif,thief
thiMble,thimble
thimbLE,thimble
thinble,thimble
thimbel,thimble
thIn,thin
thin%,thin
thine,thin
THing,thing
ting,thing
THings,things
tings,things
thinK,think
thing,think
tink,think
thinKing,thinking
thinging,thinking
thIRd,third
therd,third
thrid,third
thIRsty,thirsty
thIrteen,thirteen
therteen,thirteen
thIrty,thirty
thurty,thirty
thIs,this
thORough,thorough
through,thorough
thourough,thorough
thORoughly,thoroughly
throughy,thoroughly
thouroughly,thoroughly
thoSE,those
thos,those
thoes,those
thOUgh,though
thouGH,though
thow,though
tho,though
thOUGHt,thought
thot,thought
thousAnd,thousand
thousend,thousand
thREAd,thread
thred,thread
thREAT,threat
thret,threat
thRee,three
thee,three
thrEW,threw
throw,threw
through,threw
thrOAt,throat
thROUGH,through
throw,through
threw,through
thRoughout,throughout
throuGHout,throughout
thoughout,throughout
thROw,throw
thow,throw
throWN,thrown
throne,thrown
thron,thrown
thumB,thumb
thum,thumb
thUnder,thunder
thounder,thunder
thURsday,thursday
thUs,thus
thous,thus
tICKEt,ticket
tiket,ticket
tickLED,tickled
tickeled,tickled
tickeld,tickled
tIE,tie
tIEd,tied
tid,tied
tIger,tiger
tigEr,tiger
tigar,tiger
tiGHT,tight
tight%,tight
tite,tight
tILE,tile
tIll,till
tell,till
tImber,timber
tember,timber
tenber,timber
tiME,time
tine,time
tim,time
timES,times
tims,times
timId,timid
timed,timid
tIn,tin
ten,tin
tinY,tiny
tiney,tiny
tine,tiny
tIp,tip
tep,tip
tIRE,tire
tier,tire
tIRed,tired
tried,tired
tiTle,title
titLE,title
tittle,title
tOAst,toast
tost,toast
tobaCCo,tobacco
tobacko,tobacco
tobbaco,tobacco
tobaco,tobacco
tOday,today
tOE,toe
tow,toe
togEther,together
togather,together
toLD,told
toll,told
tOmato,tomato
tomatO,tomato
tmato,tomato
tomto,tomato
tomatOEs,tomatoes
tomatos,tomatoes
tomoRRow,tomorrow
tomorroW,tomorrow
tomorow,tomorrow
tOn,ton
ton%,ton
tun,ton
tongUe,tongue
tounge,tongue
toniGHt,tonight
tonit,tonight
tOO,too
two,too
to,too
tOOk,took
took%,took
toke,took
tok,took
tOOl,tool
tol,tool
tOOls,tools
tool%s,tools
toles,tools
tooles,tools
tOOth,tooth
toth,tooth
tuth,tooth
tOp,top
tap,top
topIC,topic
torE,tore
tor,tore
tORn,torn
turn,torn
tron,torn
totAL,total
totle,total
tOUch,touch
tuch,touch
tOUgh,tough
touGH,tough
tuff,tough
toWARd,toward
tord,toward
towEL,towel
towl,towel
toWn,town
toun,town
tOY,toy
traCE,trace
trase,trace
traCK,track
trak,track
trAde,trade
tradE,trade
trad,trade
trede,trade
traFFic,traffic
trafic,traffic
trAIn,train
tran,train
trAIning,training
traning,training
traMp,tramp
trap,tramp
tranp,tramp
tranSfer,transfer
transFER,transfer
transfeRRed,transferred
transfered,transferred
transportATION,transportation
traP,trap
trap%,trap
trape,trap
travEL,travel
travle,travel
travEler,traveler
travler,traveler
travELing,traveling
travling,traveling
trEAsure,treasure
tresure,treasure
treasURER,treasurer
treasURY,treasury
treasurey,treasury
trEAt,treat
treat%,treat
treet,treat
trEAted,treated
treeted,treated
treted,treated
trEATment,treatment
tREE,tree
tre,tree
tee,tree
trEEs,trees
tres,trees
trEmble,tremble
trIAl,trial
trail,trial
triCK,trick
trik,trick
trIEd,tried
tride,tried
triFle,trifle
triffle,trifle
trIm,trim
trem,trim
triMMed,trimmed
trimed,trimmed
trIp,trip
trip%,trip
tripe,trip
trollEY,trolley
trolly,trolley
trOOp,troop
troup,troop
trOUble,trouble
troble,trouble
truble,trouble
trousERs,trousers
trouses,trousers
trOUt,trout
trot,trout
truCK,truck
truk,truck
trUE,true
troo,true
trow,true
tru%ly,truly
truely,truly
trUnk,trunk
tronk,trunk
tRUst,trust
tRUsting,trusting
trUth,truth
troth,truth
thruth,truth
trY,try
tri,try
trYIng,trying
tring,trying
triing,trying
tUb,tub
tab,tub
tob,tub
tUBE,tube
tub,tube
tUEsday,tuesday
tusday,tuesday
tuseday,tuesday
tUne,tune
tuNNel,tunnel
tunnEL,tunnel
tunel,tunnel
tURkey,turkey
turkEy,turkey
turky,turkey
tURn,turn
trun,turn
tURned,turned
turnEd,turned
turnd,turned
tURning,turning
turnIp,turnip
turnup,turnip
turtLE,turtle
turtel,turtle
twelFTH,twelfth
twelth,twelfth
twelVE,twelve
twelv,twelve
twelf,twelve
tewenty,twenty
tWENty-five,twenty-five
tWice,twice
twiCE,twice
twise,twice
twis,twice
twlight,twilight
twIn,twin
twen,twin
tWO,two
to,two
tow,two
tYpe,type
tipe,type
typEwriter,typewriter
typwriter,typewriter
tyfoid,typhoid
tifoid,typhoid
uGLY,ugly
unbrella,umbrella
umbrela,umbrella
Unable,unable
unabLE,unable
onable,unable
unabel,unable
uncLE,uncle
uncil,uncle
uncOMfortable,uncomfortable
uncomfORtable,uncomfortable
uncomftable,uncomfortable
unconfortable,uncomfortable
unconSCious,unconscious
unconsious,unconscious
unDER,under
undr,under
andr,under
undERstand,understand
understanDing,understanding
understanting,understanding
understOOd,understood
understud,understood
undERtake,undertake
underwEAR%,underwear
underware,underwear
undoubtEDLY,undoubtedly
undoubtly,undoubtedly
unfortunATE,unfortunate
unfortunet,unfortunate
Unhappy,unhappy
anhappy,unhappy
onhappy,unhappy
unIform,uniform
unform,uniform
unaform,uniform
unIOn,union
uni%ted,united
unighted,united
unIversal,universal
unerveral,universal
unerversal,universal
univerSIty,university
universaty,university
unerversity,university
unleSS,unless
unles,unless
uNNecessary,unnecessary
unecessary,unnecessary
unpleasAnt,unpleasant
unpleasent,unpleasant
untiL,until
untill,until
unusUal,unusual
unusal,unusual
UPhold,uphold
uphol%d,uphold
uphole,uphold
Upon,upon
opon,upon
apon,upon
uPPer,upper
uper,upper
upsET,upset
upstAIrs,upstairs
upstair%s,upstairs
upstaires,upstairs
Urge,urge
earge,urge
erge,urge
as,us
yous,use
yoused,used
usEful,useful
usefuL,useful
usefull,useful
usfull,useful
usful,useful
usEless,useless
usless,useless
us%ing,using
useing,using
usUal,usual
usal,usual
usuaLLy,usually
usualy,usually
uTmost,utmost
upmost,utmost
uttmost,utmost
vacAnt,vacant
vacent,vacant
vaCAtion,vacation
vacaTIon,vacation
vaction,vacation
vakation,vacation
vacashon,vacation
vaIn,vain
vain%,vain
vane,vain
valEntine,valentine
valintine,valentine
vallEy,valley
vally,valley
valuAble,valuable
valueable,valuable
valUE,value
vaule,value
vAriety,variety
varIEty,variety
varity,variety
vArious,various
varIOUs,various
verious,various
vARnish,varnish
vanish,varnish
vASE,vase
vasT,vast
vegEtable,vegetable
vegatable,vegetable
velVEt,velvet
velvit,velvet
vEnture,venture
vanture,venture
vERse,verse
verSE,verse
verce,verse
vEry,very
verY,very
vessEL,vessel
vessal,vessel
vessle,vessel
viCinity,vicinity
visinity,vicinity
victIm,victim
victom,victim
victORY,victory
vIEW,view
vew,view
veiw,view
viLLage,village
villAge,village
villige,village
villAIn,villain
villian,villain
vinE,vine
vin,vine
vinEgar,vinegar
vinigar,vinegar
vIOlet,violet
vilet,violet
voilet,violet
vIOlin,violin
volin,violin
vIrtue,virtue
vertue,virtue
visIt,visit
vist,visit
visIting,visiting
visting,visiting
visItor,visitor
vistor,visitor
visItors,visitors
vistors,visitors
voiCe,voice
voise,voice
vOlume,volume
volumE,volume
volum,volume
valume,volume
vOte,vote
votE,vote
voet,vote
voat,vote
vot,vote
voYage,voyage
voage,voyage
vulgAr,vulgar
vulger,vulgar
wAde,wade
wadE,wade
wagOn,wagon
wagen,wagon
waIst,waist
waist%,waist
waste,waist
wast,waist
waIt,wait
wait%,wait
wate,wait
waIted,waited
wated,waited
waIting,waiting
wating,waiting
waKE,wake
waek,wake
wALk,walk
wok,walk
work,walk
walkED,walked
walkt,walked
waLking,walking
waking,walking
wAll,wall
woll,wall
wAnder,wander
wonder,wander
wAnt,want
wAnted,wanted
wAnting,wanting
wAnts,wants
wanTS,wants
wans,wants
wantes,wants
wAr,war
wor,war
wArm,warm
worm,warm
warrAnt,warrant
warrent,warrant
warent,warrant
WAs,was
uas,was
waSh,wash
wach,wash
waSHed,washed
washED,washed
waShing,washing
waching,washing
was%n't,wasn't
wasen't,wasn't
wAstE,waste
waist,waste
waTch,watch
wach,watch
waTched,watched
wached,watched
waTching,watching
waching,watching
wa%ter,water
wather,water
wAve,wave
wavE,wave
wa,way
uay,way
wee,we
weAk,weak
week,weak
weAlth,wealth
welth,wealth
wEAlthy,wealthy
welthy,wealthy
ware,wear
were,wear
weAry,weary
wery,weary
wEAther,weather
wether,weather
whether,weather
weAve,weave
weve,weave
weeve,weave
weDDing,wedding
weding,wedding
weDnesday,wednesday
wednESday,wednesday
wensday,wednesday
wEEd,weed
wed,weed
wead,weed
weEK,week
wek,week
weak,week
wEEkly,weekly
weakly,weekly
wEEks,weeks
wEIgh,weigh
wiegh,weigh
wEIghed,weighed
wieghed,weighed
weighted,weighed
wEIght,weight
wieght,weight
weLcome,welcome
wellcome,welcome
wall,well
we'Ll,we'll
we'el,we'll
wEnt,went
whent,went
want,went
werE,were
wer,were
wEst,west
wast,west
westeRn,western
westen,western
wHat,what
wat,what
wot,what
wHatever,whatever
watever,whatever
wHeat,wheat
weat,wheat
wHeel,wheel
weel,wheel
wHen,when
wen,when
wHenever,whenever
wheneverY,whenever
wHere,where
wherE,where
were,where
wHerever,wherever
wher%ever,wherever
whereever,wherever
wereever,wherever
wHEther,whether
weather,whether
wheather,whether
wether,whether
wHich,which
wich,which
wHile,while
wile,while
wHip,whip
wip,whip
wHisper,whisper
wisper,whisper
wHistle,whistle
whisTle,whistle
wistle,whistle
wishle,whistle
whisle,whistle
wHite,white
whitE,white
wite,white
how,who
Whole,whole
hole,whole
Wholesale,wholesale
wholEsale,wholesale
holesale,wholesale
wholsale,wholesale
Wholesome,wholesome
wholEsome,wholesome
wholsome,wholesome
holesome,wholesome
Wholly,wholly
whoLLy,wholly
wholy,wholly
holy,wholly
whom%,whom
whome,whom
Whose,whose
whosE,whose
hose,whose
who's,whose
wHy,why
way,why
wiy,why
wy,why
wiCKed,wicked
wickED,wicked
widE,wide
wid,wide
wiDow,widow
widoW,widow
wido,widow
widdow,widow
wiDth,width
with,width
wifE,wife
wIld,wild
wIll,will
wILLing,willing
wiling,willing
welling,willing
wiLLow,willow
willoW,willow
wilow,willow
wIn,win
win%,win
wen,win
wind,win
winD,wind
win,wind
wid,wind
wIndow,window
windoW,window
windo,window
wondow,window
windoWs,windows
windous,windows
windY,windy
winde,windy
windey,windy
w%ine,wine
winE,wine
wINg,wing
wiNNing,winning
wining,winning
wiNter,winter
wintER,winter
witer,winter
wipE,wipe
wip,wipe
wiRE,wire
wier,wire
wirer,wire
wiREless,wireless
wirless,wireless
wISe,wise
wisH,wish
wich,wish
wis,wish
wishED,wished
wisht,wished
wiSHes,wishes
wiches,wishes
wiSHing,wishing
wiching,wishing
w%itch,witch
wiTch,witch
which,witch
wich,witch
w%ith,with
wiTH,with
whith,with
wit,with
w%ither,wither
whither,wither
w%ithin,within
withIn,within
w%ithout,without
wiTHout,without
wiTness,witness
wittness,witness
wOke,woke
wokE,woke
wok,woke
wOLF,wolf
womAn,woman
women,woman
wOmen,women
womEn,women
wemen,women
won%,won
one,won
wone,won
wOnder,wonder
wander,wonder
wonderfuL,wonderful
wonderfull,wonderful
wondERing,wondering
wondring,wondering
wON'T,won't
wOOd,wood
wod,wood
wOOden,wooden
woodEn,wooden
wOOds,woods
wood%s,woods
woodes,woods
wOOL,wool
woll,wool
wOOlen,woolen
woolEN,woolen
wollen,woolen
wOrd,word
ward,word
wOrds,words
worDs,words
worE,wore
wor,wore
war,wore
wOrk,work
work%,work
wark,work
worke,work
wOrked,worked
workED,worked
workt,worked
wOrking,working
warking,working
wORld,world
wold,world
wOrm,worm
wOrn,worn
warn,worn
worrIEd,worried
worred,worried
woried,worried
worRY,worry
wory,worry
worrie,worry
wOrse,worse
worsE,worse
wors,worse
wOrship,worship
warship,worship
wORST,worst
wORth,worth
woth,worth
werth,worth
worthY,worthy
worthey,worthy
wOULd,would
wood,would
wOUnd,wound
woned,wound
wond,wound
Wrap,wrap
rap,wrap
Wrapped,wrapped
wraPPed,wrapped
rapped,wrapped
wraped,wrapped
Wreath,wreath
reath,wreath
Wreck,wreck
wrEck,wreck
reck,wreck
wreack,wreck
wrETch,wretch
wrech,wretch
wrETched,wretched
wreched,wretched
wrecthed,wretched
Wrist,wrist
rist,wrist
right,write
rite,write
wriTer,writer
writter,writer
Writing,writing
writ%ing,writing
writeing,writing
writting,writing
wriTTen,written
writen,written
WRong,wrong
worng,wrong
rong,wrong
Wrote,wrote
rot,wrote
yArd,yard
yerd,yard
yArn,yarn
yorn,yarn
yEAr,year
yer,year
yeer,year
yEArly,yearly
yearl%y,yearly
yearley,yearly
yEArs,years
yers,years
yeers,years
yELL,yell
yel,yell
yeal,yell
yellOW,yellow
yello,yellow
yEs,yes
yas,yes
yesTERday,yesterday
YEt,yet
yat,yet
yIEld,yield
yeild,yield
yoU,you
yow,you
you'LL,you'll
you'l,you'll
yoUng,young
yong,young
yoUr,your
yowr,your
yOUrs,yours
yoursELF,yourself
yuth,youth
uth,youth
zEro,zero
zerO,zero
Each file contains tuples of a word misspelling and an associated "correct" spelling.
The file err_norms.txt contains the concatenated (while preserving the order) data each file.

abilty,ability
abraod,abroad
acedemic,academic
accesion,accession
accomodate,accommodate
acordance,accordance
accruately,accurately
acieved,achieved
accheived,achieved
additonal,additional
adjacnt,adjacent
admiistered,administered
amibuity,ambiguity
ambulence,ambulance
anlaysis,analysis
aand,and
aswering,answering
apolgies,apologies
apparant,apparent
apperently,apparently
appraoch,approach
appropriat,appropriate
appropiate,appropriate
apprpriate,appropriate
approximatly,approximately
arguements,arguments
acsertained,ascertained
assigmments,assignments
assistence,assistance
assiciated,associated
assocaited,associated
asociation,association
asyncronously,asynchonously
atending,attending
autumatic,automatic
avaiable,available
aviable,available
avilable,available
awaitin,awaiting
baiscally,basically
bacome,become
bloked,blocked
borrowr,borrower
braching,branching
broard,broad
bradcast,broadcast
bradcasting,broadcasting
bulletings,bulletins
calulated,calculated
camara,camera
canditate,candidate
capabiltes,capabilities
cataloge,catalogue
catakoguing,cataloguing
catalguing,cataloguing
cataloguin,cataloguing
cntral,central
challange,challenge
chnaging,changing
characterissing,characterising
chacked,checked
cisting,citing
cleint,client
coeffcient,coefficient
coeficient,coefficient
cofficient,coefficient
cogntive,cognitive
collecyting,collecting
cpmmercially,commercially
commitee,committee
comon,common
commenest,commonest
communcation,communication
comporable,comparable
comparitive,comparative
compariosns,comparisons
complting,completing
complementary,complimentary
concetrate,concentrate
connecton,connection
connectivies,connectives
conservatie,conservative
contining,containing
contins,contains
conitent,content
controll,control
convential,conventional
converzely,conversely
coversion,conversion
cooperqtion,cooperation
cordonning,cordoning
corresond,correspond
correspondance,correspondence
councelling,counselling
critisised,criticised
critisisms,criticisms
decid,decide
decresing,decreasing
deficite,deficit
definate,definite
definately,definitely
degredation,degradation
deliberatly,deliberately
dependant,dependent
descrived,described
desireble,desirable
dispatched,despatched
desparate,desperate
detaile,detail
detailled,detailed
detrmines,determines
deveoop,develop
diagramatically,diagrammatically
differnt,different
disapointment,disappointment
distibution,distribution
doculents,documents
odne,done
donstream,downstream
eaxh,each
eassier,easier
effeiciency,efficiency
efficienct,efficient
elimiation,elimination
eleimination,elimination
eminating,emanating
enrergy,energy
netry,entry
enviroment,environment
invironment,environment
equilisation,equalisation
examiniation,examination
exmple,example
excede,exceed
exemplyfied,exemplified
exta,extra
facillated,facilitated
facilites,facilities
faciliities,facilities
fairlu,fairly
faiyhfully,faithfully
fassion,fashion
feld,field
irst,first
firtly,firstly
fisrtly,firstly
felxibility,flexibility
foreseeable,forseeable
frquently,frequently
funcional,functional
futher,further
genral,general
glacnce,glance
govermental,governmental
gretaer,greater
hanbook,handbook
hieghtened,heightened
heuritics,heuristics
heirarchy,hierarchy
homr,home
hoenst,honest
howver,however
howevever,however
ilustrate,illustrate
illustartion,illustration
immediatly,immediately
impotant,important
importnat,important
impossibilty,impossibility
impractible,impracticable
innapropriate,inappropriate
increasinly,increasingly
increented,incremented
independance,independence
independant,independent
individula,individual
indiviual,individual
indidual,individual
undividually,individually
innefficient,inefficient
ineviatbly,inevitably
infromation,information
onformation,information
instal,install
niternational,international
internationlly,internationally
intercine,internecine
interprte,interpret
interrpted,interrupted
interuption,interruption
infroduction,introduction
invlving,involving
tiem,item
juridiction,jurisdiction
kernal,kernel
lagre,large
mlarge,large
lenght,length
liase,liaise
libraies,libraries
ight,light
likelyhood,likelihood
likly,likely
lits,list
listsings,listings
lsits,lists
laoned,loaned
logarihm,logarithm
mianly,mainly
mainenance,maintenance
managable,manageable
maniputaltation,manipulation
amnner,manner
maenas,means
egabytes,megabytes
modiefied,modified
moleclar,molecular
molcular,molecular
nost,most
omve,move
needd,need
nedded,needed
negitively,negatively
netowrks,networks
noticieable,noticeable
numbeer,number
obselete,obsolete
obvios,obvious
obviosly,obviously
occassional,occasional
ofice,office
ommissions,omissions
onlt,only
poerator,operator
apposed,opposed
oredr,order
organisatios,organisations
ouput,output
overal,overall
overcomming,overcoming
overfil,overfill
overhaed,overhead
ovygex,oxygen
particualar,particular
particlar,particular
periferal,peripheral
permantly,permanently
phlology,philology
pinic,picnic
peices,pieces
positve,positive
possibilty,possibility
posible,possible
potentialy,potentially
practiaal,practical
practictioner,practitioner
predominently,predominantly
preuming,presuming
previos,previous
prioities,priorities
prsioners,prisoners
probabally,probably
probanly,probably
pronlem,problem
proceedure,procedure
proceure,procedure
prcessing,processing
procesing,processing
procesor,processor
produts,products
pronouncments,pronouncements
proportionallity,proportionality
prooved,proved
provid,provide
quailty,quality
quesionnaire,questionnaire
radiaclly,radically
radiuss,radius
rankd,ranked
reactioos,reactions
reactioons,reactions
reasinably,reasonably
reciever,receiver
redecoraton,redecoration
refernce,reference
rference,reference
refernces,references
referrred,referred
refferred,referred
regsirties,registries
reltionship,relationship
relable,reliable
renoved,removed
repititious,repetitious
reoprts,reports
represntatives,representatives
rsembling,resembling
recources,resources
rescources,resources
resing,resting
restictive,restrictive
retentiaon,retention
retecent,reticent
revenu,revenue
siad,said
satsfactory,satisfactory
satifies,satisfies
scaned,scanned
srambled,scrambled
seaarch,search
searchde,searched
salected,selected
seleactive,selective
sepaphore,semaphore
seperate,separate
seprate,separate
seperating,separating
simialirt,similarity
similariy,similarity
similarily,similarly
simlest,simplest
sixze,size
sizable,sizeable
slighlty,slightly
sciety,society
sofware,software
aource,source
spaekers,speakers
sprlling,spelling
stnadard,standard
strater,starter
stetemets,statements
ststion,station
stratigically,strategically
stongly,strongly
structrue,structure
strcture,structure
structurs,structures
suscribers,subscribers
substantal,substantial
subsructures,substructures
succede,succeed
successor,succesor
uggested,suggested
sorround,surround
synshronise,synchronise
tuaght,taught
tequniques,techniques
termial,terminal
thrir,their
thre,there
thwre,there
therfore,therefore
thses,theses
thrity,thirty
thhis,this
thousnand,thousand
threee,three
tittles,titles
tollerance,tolerance
traditonal,traditional
trafic,traffic
transfered,transferred
ransmission,transmission
unconviced,unconvinced
uncritiacl,uncritical
universit,university
unecessary,unnecessary
innecessary,unnecessary
unscamble,unscramble
usefullness,usefulness
usueal,usual
vqried,varied
vectore,vector
versility,versatility
waitng,waiting
wether,whether
wgich,which
whihc,which
whic,which
wiil,will
wondrful,wonderful
worht,worth
wouls,would
Anglo_Saxian,Anglo-Saxon
Antique-shops,antique_shops
Asien,Asian
Autum,autumn
Bolsjevik,Bolshevik
Buckhingham,Buckingham
Cabinett,Cabinet
Carabean,Caribbean
Caribean,Caribbean
Chrismas,Christmas
Commonmarket,Common_Market
Commonweath,Commonwealth
Commonweatlh,Commonwealth
Commonwelth,Commonwealth
Compson-family,Compson_family
Democrates,Democrats
Englismen,Englishmen
Europa,Europe
Europen,European
Francise,Franchise
Greecs,Greeks
Indien,Indian
Irland,Ireland
Italiens,Italians
Latin-quarter,Latin_quarter
Liberales,Liberals
Massachusets,Massachusetts
Metodism,Methodism
New_Yourk,New_York
Nixon-affair,Nixon_affair
Pachistani,Pakistani
Pakistanies,Pakistanis
Pakistans,Pakistanis
Parlamentary,parliamentary
Porto_Ricans,Puerto_Ricans
Prime-Minister,Prime_Minister
Privi_Counsil,Privy_Council
Puertoricans,Puerto_Ricans
Scandenaveans,Scandinavians
Slaves,Slavs
Suprime,Supreme
Theran,Teheran
Wigs,Whigs
a_while,awhile
abel,able
abillity,ability
abolishion,abolition
aboundance,abundance
abreviation,abbreviation
accidentaly,accidentally
achievment,achievement
acquaintences,acquaintances
acquaited,acquainted
acuaintance,acquaintance
admendments,amendments
administratores,administrators
admireing,admiring
adobt,adopt
adolecence,adolescence
adolescense,adolescence
adolesence,adolescence
advertice,advertise
adviced,advised
advicers,advisers
advices,advises
advicing,advising
advicors,advisers
aerea,area
aford,afford
afried,afraid
afterall,after_all
aknowledged,acknowledged
alcaholic,alcoholic
alchohol,alcohol
allone,alone
allowe,allow
allready,already
allthough,although
alltogether,altogether
allways,always
aloud,allowed
althoug,although
althrough,although
amandment,amendment
ambigious,ambiguous
amentities,amenities
americanicized,americanized
ammendment,amendment
amnisty,amnesty
an,and
an_other,another
and,an
ansver,answer
answeres,answers
apeals,appeals
appearent,apparent
appearently,apparently
apperance,appearance
apperently,apparently
appriciation,appreciation
apropriate,appropriate
aquaintance,acquaintance
aquainted,acquainted
aranged,arranged
areaes,areas
argueable,arguable
arose,arouse
arrieved,arrived
as,at
as,has
assambly,assembly
assasinated,assassinated
assimillated,assimilated
assosiated,associated
aswell,as_well
atatchment,attachment
atempting,attempting
athmosphere,atmosphere
atractes,attracts
attemts,attempts
attractes,attracts
authencity,authenticity
authentity,authenticity
autor,author
avaelable,available
awailable,available
awere,aware
awfull,awful
back-bone,backbone
ballott,ballot
banlance,balance
barier,barrier
barriars,barriers
barriere,barrier
barrior,barrier
base-ball,baseball
basic,basis
basis,bases
beatiful,beautiful
beaty,beauty
beautifull,beautiful
becoms,becomes
becouse,because
beeing,being
begining,beginning
behavour,behaviour
beleifs,beliefs
believes,beliefs
belifs,beliefs
belive,believe
benefitted,benefited
betwen,between
bi-election,by-election
blaks,blacks
boarder,border
boarding-shcools,boarding_schools
boardingschools,boarding_schools
boicotted,boycotted
bowle,bowl
brake,break
brances,branches
break-down,breakdown
break_down,breakdown
broadely,broadly
buriel,burial
busdrivers,bus_drivers
